SYMBOL,ENSEMBL,ENTREZID
PEX5,ENSG00000139197,5830
PEX5L,ENSG00000114757,51555
PEX6,ENSG00000124587,5190
PEX7,ENSG00000112357,5191
PFAS,ENSG00000178921,5198
PFDN1,ENSG00000113068,5201
PFDN2,ENSG00000143256,5202
PFDN4,ENSG00000101132,5203
PFDN5,ENSG00000123349,5204
PFDN6,ENSG00000204220,10471
PFKFB1,ENSG00000158571,5207
PFKFB2,ENSG00000123836,5208
PFKFB3,ENSG00000170525,5209
PFKFB4,ENSG00000114268,5210
PFKL,ENSG00000141959,5211
PFKM,ENSG00000152556,5213
PFKP,ENSG00000067057,5214
PFN1,ENSG00000108518,5216
PFN2,ENSG00000070087,5217
PFN4,ENSG00000176732,375189
PGAM1,ENSG00000171314,5223
PGAM4,ENSG00000226784,441531
PGAM5,ENSG00000247077,192111
PGAP1,ENSG00000197121,80055
PGAP2,ENSG00000148985,27315
PGAP3,ENSG00000161395,93210
PGAP4,ENSG00000165152,84302
PGAP6,ENSG00000129925,58986
PGBD1,ENSG00000137338,84547
PGBD2,ENSG00000185220,267002
PGBD4,ENSG00000182405,161779
PGBD5,ENSG00000177614,79605
PGC,ENSG00000096088,5225
PGD,ENSG00000142657,5226
PGF,ENSG00000119630,5228
PGGHG,ENSG00000142102,80162
PGGT1B,ENSG00000164219,5229
PGK1,ENSG00000102144,5230
PGK1P2,ENSG00000213290,5233
PGLS,ENSG00000130313,25796
PGLS-DT,ENSG00000269439,100507551
PGLYRP2,ENSG00000161031,114770
PGLYRP4,ENSG00000163218,57115
PGM1,ENSG00000079739,5236
PGM2,ENSG00000169299,55276
PGM2L1,ENSG00000165434,283209
PGM3,ENSG00000013375,5238
PGM5,ENSG00000154330,5239
PGM5-AS1,ENSG00000224958,572558
PGP,ENSG00000184207,283871
PGPEP1,ENSG00000130517,54858
PGPEP1L,ENSG00000183571,145814
PGR,ENSG00000082175,5241
PGRMC1,ENSG00000101856,10857
PGRMC2,ENSG00000164040,10424
PGS1,ENSG00000087157,9489
PHACTR1,ENSG00000112137,221692
PHACTR2,ENSG00000112419,9749
PHACTR2P1,ENSG00000270300,100533676
PHACTR3,ENSG00000087495,116154
PHACTR4,ENSG00000204138,65979
PHAF1,ENSG00000125149,80262
PHAX,ENSG00000164902,51808
PHB1,ENSG00000167085,5245
PHB1P9,ENSG00000230224,100289414
PHB2,ENSG00000215021,11331
PHC1,ENSG00000111752,1911
PHC2,ENSG00000134686,1912
PHC2-AS1,ENSG00000233246,101929464
PHC3,ENSG00000173889,80012
PHETA1,ENSG00000198324,144717
PHETA2,ENSG00000177096,150368
PHEX,ENSG00000102174,5251
PHF1,ENSG00000112511,5252
PHF10,ENSG00000130024,55274
PHF11,ENSG00000136147,51131
PHF12,ENSG00000109118,57649
PHF13,ENSG00000116273,148479
PHF14,ENSG00000106443,9678
PHF19,ENSG00000119403,26147
PHF2,ENSG00000197724,5253
PHF20,ENSG00000025293,51230
PHF20L1,ENSG00000129292,51105
PHF21A,ENSG00000135365,51317
PHF21B,ENSG00000056487,112885
PHF23,ENSG00000040633,79142
PHF24,ENSG00000122733,23349
PHF3,ENSG00000118482,23469
PHF5A,ENSG00000100410,84844
PHF6,ENSG00000156531,84295
PHF7,ENSG00000010318,51533
PHF8,ENSG00000172943,23133
PHGDH,ENSG00000092621,26227
PHGR1,ENSG00000233041,644844
PHIP,ENSG00000146247,55023
PHKA1,ENSG00000067177,5255
PHKA2,ENSG00000044446,5256
PHKB,ENSG00000102893,5257
PHKG1,ENSG00000164776,5260
PHKG2,ENSG00000156873,5261
PHLDA1,ENSG00000139289,22822
PHLDA2,ENSG00000181649,7262
PHLDA3,ENSG00000174307,23612
PHLDB1,ENSG00000019144,23187
PHLDB2,ENSG00000144824,90102
PHLDB3,ENSG00000176531,653583
PHLPP1,ENSG00000081913,23239
PHLPP2,ENSG00000040199,23035
PHOSPHO1,ENSG00000173868,162466
PHOSPHO2,ENSG00000144362,493911
PHOSPHO2-KLHL23,ENSG00000213160,100526832
PHPT1,ENSG00000054148,29085
PHRF1,ENSG00000070047,57661
PHTF1,ENSG00000116793,10745
PHTF2,ENSG00000006576,57157
PHYH,ENSG00000107537,5264
PHYHD1,ENSG00000175287,254295
PHYHIP,ENSG00000168490,9796
PHYHIPL,ENSG00000165443,84457
PHYKPL,ENSG00000175309,85007
PI15,ENSG00000137558,51050
PI16,ENSG00000164530,221476
PI3,ENSG00000124102,5266
PI4K2A,ENSG00000155252,55361
PI4K2B,ENSG00000038210,55300
PI4KA,ENSG00000241973,5297
PI4KB,ENSG00000143393,5298
PIANP,ENSG00000139200,196500
PIAS1,ENSG00000033800,8554
PIAS2,ENSG00000078043,9063
PIAS3,ENSG00000131788,10401
PIAS4,ENSG00000105229,51588
PIBF1,ENSG00000083535,10464
PICALM,ENSG00000073921,8301
PICART1,ENSG00000246640,284080
PICK1,ENSG00000100151,9463
PICSAR,ENSG00000275874,378825
PID1,ENSG00000153823,55022
PIDD1,ENSG00000177595,55367
PIERCE1,ENSG00000160345,138162
PIERCE2,ENSG00000261652,145788
PIEZO1,ENSG00000103335,9780
PIEZO2,ENSG00000154864,63895
PIF1,ENSG00000140451,80119
PIGA,ENSG00000165195,5277
PIGB,ENSG00000069943,9488
PIGBOS1,ENSG00000225973,101928527
PIGC,ENSG00000135845,5279
PIGF,ENSG00000151665,5281
PIGG,ENSG00000174227,54872
PIGH,ENSG00000100564,5283
PIGK,ENSG00000142892,10026
PIGL,ENSG00000108474,9487
PIGM,ENSG00000143315,93183
PIGN,ENSG00000197563,23556
PIGO,ENSG00000165282,84720
PIGP,ENSG00000185808,51227
PIGQ,ENSG00000007541,9091
PIGR,ENSG00000162896,5284
PIGS,ENSG00000087111,94005
PIGT,ENSG00000124155,51604
PIGU,ENSG00000101464,128869
PIGV,ENSG00000060642,55650
PIGW,ENSG00000277161,284098
PIGX,ENSG00000163964,54965
PIGZ,ENSG00000119227,80235
PIH1D1,ENSG00000104872,55011
PIH1D2,ENSG00000150773,120379
PIK3AP1,ENSG00000155629,118788
PIK3C2A,ENSG00000011405,5286
PIK3C2B,ENSG00000133056,5287
PIK3C2G,ENSG00000139144,5288
PIK3C3,ENSG00000078142,5289
PIK3CA,ENSG00000121879,5290
PIK3CB,ENSG00000051382,5291
PIK3CD,ENSG00000171608,5293
PIK3CD-AS1,ENSG00000179840,644997
PIK3CD-AS2,ENSG00000231789,101929074
PIK3CG,ENSG00000105851,5294
PIK3IP1,ENSG00000100100,113791
PIK3IP1-DT,ENSG00000228839,101929760
PIK3R1,ENSG00000145675,5295
PIK3R2,ENSG00000105647,5296
PIK3R3,ENSG00000117461,8503
PIK3R4,ENSG00000196455,30849
PIK3R5,ENSG00000141506,23533
PIK3R6,ENSG00000276231,146850
PIKFYVE,ENSG00000115020,200576
PILRA,ENSG00000085514,29992
PILRB,ENSG00000121716,29990
PIM1,ENSG00000137193,5292
PIM2,ENSG00000102096,11040
PIM3,ENSG00000198355,415116
PIMREG,ENSG00000129195,54478
PIN1,ENSG00000127445,5300
PIN4,ENSG00000102309,5303
PINK1,ENSG00000158828,65018
PINK1-AS,ENSG00000117242,100861548
PINLYP,ENSG00000234465,390940
PINX1,ENSG00000254093,54984
PIP,ENSG00000159763,5304
PIP4K2A,ENSG00000150867,5305
PIP4K2B,ENSG00000276293,8396
PIP4K2C,ENSG00000166908,79837
PIP4P1,ENSG00000165782,90809
PIP4P2,ENSG00000155099,55529
PIP5K1A,ENSG00000143398,8394
PIP5K1B,ENSG00000107242,8395
PIP5K1C,ENSG00000186111,23396
PIP5KL1,ENSG00000167103,138429
PIPOX,ENSG00000179761,51268
PIR,ENSG00000087842,8544
PISD,ENSG00000241878,23761
PITHD1,ENSG00000057757,57095
PITPNA,ENSG00000174238,5306
PITPNA-AS1,ENSG00000236618,100306951
PITPNB,ENSG00000180957,23760
PITPNC1,ENSG00000154217,26207
PITPNM1,ENSG00000110697,9600
PITPNM2,ENSG00000090975,57605
PITPNM3,ENSG00000091622,83394
PITRM1,ENSG00000107959,10531
PITRM1-AS1,ENSG00000237399,100507034
PITX1,ENSG00000069011,5307
PITX1-AS1,ENSG00000224186,100996485
PITX2,ENSG00000164093,5308
PIWIL2,ENSG00000197181,55124
PIWIL2-DT,ENSG00000254064,100507071
PIWIL4,ENSG00000134627,143689
PJA1,ENSG00000181191,64219
PJA2,ENSG00000198961,9867
PJVK,ENSG00000204311,494513
PKD1,ENSG00000008710,5310
PKD1-AS1,ENSG00000259933,105371049
PKD1L1,ENSG00000158683,168507
PKD1L2,ENSG00000166473,114780
PKD1L3,ENSG00000277481,342372
PKD1P2,ENSG00000227827,283955
PKD1P3,ENSG00000183458,339039
PKD1P4,ENSG00000205746,353512
PKD1P5,ENSG00000254681,348156
PKD1P6,ENSG00000250251,353511
PKD2,ENSG00000118762,5311
PKD2L1,ENSG00000107593,9033
PKD2L2,ENSG00000078795,27039
PKDCC,ENSG00000162878,91461
PKDREJ,ENSG00000130943,10343
PKHD1,ENSG00000170927,5314
PKHD1L1,ENSG00000205038,93035
PKIA,ENSG00000171033,5569
PKIB,ENSG00000135549,5570
PKIG,ENSG00000168734,11142
PKM,ENSG00000067225,5315
PKMYT1,ENSG00000127564,9088
PKN1,ENSG00000123143,5585
PKN2,ENSG00000065243,5586
PKN2-AS1,ENSG00000237505,101927891
PKN3,ENSG00000160447,29941
PKNOX1,ENSG00000160199,5316
PKNOX2,ENSG00000165495,63876
PKP1,ENSG00000081277,5317
PKP2,ENSG00000057294,5318
PKP3,ENSG00000184363,11187
PKP4,ENSG00000144283,8502
PKP4-AS1,ENSG00000204380,100129029
PLA1A,ENSG00000144837,51365
PLA2G10,ENSG00000069764,8399
PLA2G12A,ENSG00000123739,81579
PLA2G15,ENSG00000103066,23659
PLA2G1B,ENSG00000170890,5319
PLA2G2A,ENSG00000188257,5320
PLA2G2C,ENSG00000187980,391013
PLA2G2D,ENSG00000117215,26279
PLA2G3,ENSG00000100078,50487
PLA2G4A,ENSG00000116711,5321
PLA2G4B,ENSG00000243708,100137049
PLA2G4C,ENSG00000105499,8605
PLA2G4D,ENSG00000159337,283748
PLA2G4E,ENSG00000188089,123745
PLA2G4F,ENSG00000168907,255189
PLA2G5,ENSG00000127472,5322
PLA2G6,ENSG00000184381,8398
PLA2G7,ENSG00000146070,7941
PLA2R1,ENSG00000153246,22925
PLAA,ENSG00000137055,9373
PLAAT1,ENSG00000127252,57110
PLAAT2,ENSG00000133328,54979
PLAAT3,ENSG00000176485,11145
PLAAT4,ENSG00000133321,5920
PLAAT5,ENSG00000168004,117245
PLAC1,ENSG00000170965,10761
PLAC4,ENSG00000280109,191585
PLAC8,ENSG00000145287,51316
PLAC8L1,ENSG00000173261,153770
PLAC9,ENSG00000189129,219348
PLAG1,ENSG00000181690,5324
PLAGL1,ENSG00000118495,5325
PLAGL2,ENSG00000126003,5326
PLAT,ENSG00000104368,5327
PLAU,ENSG00000122861,5328
PLAUR,ENSG00000011422,5329
PLB1,ENSG00000163803,151056
PLBD1,ENSG00000121316,79887
PLBD1-AS1,ENSG00000256751,101928290
PLBD2,ENSG00000151176,196463
PLCB1,ENSG00000182621,23236
PLCB2,ENSG00000137841,5330
PLCB3,ENSG00000149782,5331
PLCB4,ENSG00000101333,5332
PLCD1,ENSG00000187091,5333
PLCD3,ENSG00000161714,113026
PLCD4,ENSG00000115556,84812
PLCE1,ENSG00000138193,51196
PLCG1,ENSG00000124181,5335
PLCG1-AS1,ENSG00000226648,101927117
PLCG2,ENSG00000197943,5336
PLCH1,ENSG00000114805,23007
PLCH2,ENSG00000149527,9651
PLCL1,ENSG00000115896,5334
PLCL2,ENSG00000154822,23228
PLCXD1,ENSG00000182378,55344
PLCXD2,ENSG00000240891,257068
PLCXD3,ENSG00000182836,345557
PLCZ1,ENSG00000139151,89869
PLD1,ENSG00000075651,5337
PLD2,ENSG00000129219,5338
PLD3,ENSG00000105223,23646
PLD4,ENSG00000166428,122618
PLD5,ENSG00000180287,200150
PLD6,ENSG00000179598,201164
PLEC,ENSG00000178209,5339
PLEK,ENSG00000115956,5341
PLEK2,ENSG00000100558,26499
PLEKHA1,ENSG00000107679,59338
PLEKHA2,ENSG00000169499,59339
PLEKHA3,ENSG00000116095,65977
PLEKHA4,ENSG00000105559,57664
PLEKHA5,ENSG00000052126,54477
PLEKHA6,ENSG00000143850,22874
PLEKHA7,ENSG00000166689,144100
PLEKHA8,ENSG00000106086,84725
PLEKHB1,ENSG00000021300,58473
PLEKHB2,ENSG00000115762,55041
PLEKHD1,ENSG00000175985,400224
PLEKHF1,ENSG00000166289,79156
PLEKHF2,ENSG00000175895,79666
PLEKHG1,ENSG00000120278,57480
PLEKHG2,ENSG00000090924,64857
PLEKHG3,ENSG00000126822,26030
PLEKHG4,ENSG00000196155,25894
PLEKHG4B,ENSG00000153404,153478
PLEKHG5,ENSG00000171680,57449
PLEKHG6,ENSG00000008323,55200
PLEKHG7,ENSG00000187510,440107
PLEKHH1,ENSG00000054690,57475
PLEKHH2,ENSG00000152527,130271
PLEKHH3,ENSG00000068137,79990
PLEKHJ1,ENSG00000104886,55111
PLEKHM1,ENSG00000225190,9842
PLEKHM2,ENSG00000116786,23207
PLEKHM3,ENSG00000178385,389072
PLEKHN1,ENSG00000187583,84069
PLEKHO1,ENSG00000023902,51177
PLEKHO2,ENSG00000241839,80301
PLEKHS1,ENSG00000148735,79949
PLGLB1,ENSG00000183281,5343
PLGRKT,ENSG00000107020,55848
PLIN1,ENSG00000166819,5346
PLIN2,ENSG00000147872,123
PLIN3,ENSG00000105355,10226
PLIN4,ENSG00000167676,729359
PLIN5,ENSG00000214456,440503
PLK1,ENSG00000166851,5347
PLK2,ENSG00000145632,10769
PLK3,ENSG00000173846,1263
PLK4,ENSG00000142731,10733
PLK5,ENSG00000185988,126520
PLLP,ENSG00000102934,51090
PLN,ENSG00000198523,5350
PLOD1,ENSG00000083444,5351
PLOD2,ENSG00000152952,5352
PLOD3,ENSG00000106397,8985
PLP1,ENSG00000123560,5354
PLP2,ENSG00000102007,5355
PLPBP,ENSG00000147471,11212
PLPP1,ENSG00000067113,8611
PLPP2,ENSG00000141934,8612
PLPP3,ENSG00000162407,8613
PLPP4,ENSG00000203805,196051
PLPP5,ENSG00000147535,84513
PLPP6,ENSG00000205808,403313
PLPP7,ENSG00000160539,84814
PLPPR1,ENSG00000148123,54886
PLPPR2,ENSG00000105520,64748
PLPPR3,ENSG00000129951,79948
PLPPR4,ENSG00000117600,9890
PLPPR5,ENSG00000117598,163404
PLRG1,ENSG00000171566,5356
PLS1,ENSG00000120756,5357
PLS3,ENSG00000102024,5358
PLS3-AS1,ENSG00000271826,101927352
PLSCR1,ENSG00000188313,5359
PLSCR2,ENSG00000163746,57047
PLSCR4,ENSG00000114698,57088
PLTP,ENSG00000100979,5360
PLVAP,ENSG00000130300,83483
PLXDC1,ENSG00000161381,57125
PLXDC2,ENSG00000120594,84898
PLXNA1,ENSG00000114554,5361
PLXNA2,ENSG00000076356,5362
PLXNA3,ENSG00000130827,55558
PLXNA4,ENSG00000221866,91584
PLXNB1,ENSG00000164050,5364
PLXNB2,ENSG00000196576,23654
PLXNB3,ENSG00000198753,5365
PLXNC1,ENSG00000136040,10154
PLXND1,ENSG00000004399,23129
PM20D1,ENSG00000162877,148811
PM20D2,ENSG00000146281,135293
PMAIP1,ENSG00000141682,5366
PMEL,ENSG00000185664,6490
PMEPA1,ENSG00000124225,56937
PMF1,ENSG00000160783,11243
PMFBP1,ENSG00000118557,83449
PML,ENSG00000140464,5371
PMM1,ENSG00000100417,5372
PMM2,ENSG00000140650,5373
PMP22,ENSG00000109099,5376
PMPCA,ENSG00000165688,23203
PMPCB,ENSG00000105819,9512
PMS1,ENSG00000064933,5378
PMS2,ENSG00000122512,5395
PMS2CL,ENSG00000187953,441194
PMVK,ENSG00000163344,10654
PNCK,ENSG00000130822,139728
PNISR,ENSG00000132424,25957
PNKD,ENSG00000127838,25953
PNKP,ENSG00000039650,11284
PNLDC1,ENSG00000146453,154197
PNLIPRP2,ENSG00000266200,5408
PNMA1,ENSG00000176903,9240
PNMA2,ENSG00000240694,10687
PNMA3,ENSG00000183837,29944
PNMA6A,ENSG00000235961,84968
PNMA8A,ENSG00000182013,55228
PNMA8B,ENSG00000204851,57469
PNMA8C,ENSG00000277531,110806277
PNMT,ENSG00000141744,5409
PNN,ENSG00000100941,5411
PNN-AS1,ENSG00000259083,123466206
PNO1,ENSG00000115946,56902
PNOC,ENSG00000168081,5368
PNP,ENSG00000198805,4860
PNPLA1,ENSG00000180316,285848
PNPLA2,ENSG00000177666,57104
PNPLA3,ENSG00000100344,80339
PNPLA4,ENSG00000006757,8228
PNPLA6,ENSG00000032444,10908
PNPLA7,ENSG00000130653,375775
PNPLA8,ENSG00000135241,50640
PNPO,ENSG00000108439,55163
PNPT1,ENSG00000138035,87178
PNRC1,ENSG00000146278,10957
PNRC2,ENSG00000189266,55629
POC1A,ENSG00000164087,25886
POC1B,ENSG00000139323,282809
POC1B-GALNT4,ENSG00000259075,100528030
POC5,ENSG00000152359,134359
PODN,ENSG00000174348,127435
PODNL1,ENSG00000132000,79883
PODXL,ENSG00000128567,5420
PODXL2,ENSG00000114631,50512
POF1B,ENSG00000124429,79983
POFUT1,ENSG00000101346,23509
POFUT2,ENSG00000186866,23275
POGK,ENSG00000143157,57645
POGLUT1,ENSG00000163389,56983
POGLUT2,ENSG00000134901,79070
POGLUT3,ENSG00000178202,143888
POGZ,ENSG00000143442,23126
POLA1,ENSG00000101868,5422
POLA2,ENSG00000014138,23649
POLB,ENSG00000070501,5423
POLD1,ENSG00000062822,5424
POLD2,ENSG00000106628,5425
POLD3,ENSG00000077514,10714
POLD4,ENSG00000175482,57804
POLDIP2,ENSG00000004142,26073
POLDIP3,ENSG00000100227,84271
POLE,ENSG00000177084,5426
POLE2,ENSG00000100479,5427
POLE3,ENSG00000148229,54107
POLE4,ENSG00000115350,56655
POLG,ENSG00000140521,5428
POLG2,ENSG00000256525,11232
POLH,ENSG00000170734,5429
POLI,ENSG00000101751,11201
POLK,ENSG00000122008,51426
POLL,ENSG00000166169,27343
POLM,ENSG00000122678,27434
POLN,ENSG00000130997,353497
POLQ,ENSG00000051341,10721
POLR1A,ENSG00000068654,25885
POLR1B,ENSG00000125630,84172
POLR1C,ENSG00000171453,9533
POLR1D,ENSG00000186184,51082
POLR1E,ENSG00000137054,64425
POLR1F,ENSG00000105849,221830
POLR1G,ENSG00000117877,10849
POLR1H,ENSG00000066379,30834
POLR1HASP,ENSG00000204623,80862
POLR2A,ENSG00000181222,5430
POLR2B,ENSG00000047315,5431
POLR2C,ENSG00000102978,5432
POLR2D,ENSG00000144231,5433
POLR2E,ENSG00000099817,5434
POLR2F,ENSG00000100142,5435
POLR2G,ENSG00000168002,5436
POLR2H,ENSG00000163882,5437
POLR2I,ENSG00000105258,5438
POLR2J,ENSG00000005075,5439
POLR2J2,ENSG00000228049,246721
POLR2J3,ENSG00000285437,548644
POLR2J3-UPK3BL2,ENSG00000168255,123258399
POLR2K,ENSG00000147669,5440
POLR2L,ENSG00000177700,5441
POLR2M,ENSG00000255529,81488
POLR3A,ENSG00000148606,11128
POLR3B,ENSG00000013503,55703
POLR3C,ENSG00000186141,10623
POLR3D,ENSG00000168495,661
POLR3E,ENSG00000058600,55718
POLR3F,ENSG00000132664,10621
POLR3G,ENSG00000113356,10622
POLR3GL,ENSG00000121851,84265
POLR3H,ENSG00000100413,171568
POLR3K,ENSG00000161980,51728
POLRMT,ENSG00000099821,5442
POLRMTP1,ENSG00000266066,284167
POM121,ENSG00000196313,9883
POM121C,ENSG00000272391,100101267
POMC,ENSG00000115138,5443
POMGNT1,ENSG00000085998,55624
POMGNT2,ENSG00000144647,84892
POMK,ENSG00000185900,84197
POMP,ENSG00000132963,51371
POMT1,ENSG00000130714,10585
POMT2,ENSG00000009830,29954
POMZP3,ENSG00000146707,22932
PON1,ENSG00000005421,5444
PON2,ENSG00000105854,5445
PON3,ENSG00000105852,5446
POP1,ENSG00000104356,10940
POP4,ENSG00000105171,10775
POP5,ENSG00000167272,51367
POP7,ENSG00000172336,10248
POPDC1,ENSG00000112276,11149
POPDC2,ENSG00000121577,64091
POPDC3,ENSG00000132429,64208
POR,ENSG00000127948,5447
PORCN,ENSG00000102312,64840
PORCN-DT,ENSG00000224292,101927635
POSTN,ENSG00000133110,10631
POT1,ENSG00000128513,25913
POT1-AS1,ENSG00000224897,401398
POTEC,ENSG00000183206,388468
POTEE,ENSG00000188219,445582
POTEF,ENSG00000196604,728378
POTEH,ENSG00000198062,23784
POTEI,ENSG00000196834,653269
POTEJ,ENSG00000222038,653781
POU2AF1,ENSG00000110777,5450
POU2AF2,ENSG00000150750,341032
POU2AF3,ENSG00000214290,120376
POU2F1,ENSG00000143190,5451
POU2F1-DT,ENSG00000272205,118568815
POU2F2,ENSG00000028277,5452
POU2F2-AS2,ENSG00000259436,128071540
POU2F3,ENSG00000137709,25833
POU3F1,ENSG00000185668,5453
POU3F2,ENSG00000184486,5454
POU3F3,ENSG00000198914,5455
POU4F1,ENSG00000152192,5457
POU4F3,ENSG00000091010,5459
POU5F1,ENSG00000204531,5460
POU5F1B,ENSG00000212993,5462
POU5F1P3,ENSG00000235602,642559
POU5F2,ENSG00000248483,134187
POU6F1,ENSG00000184271,5463
POU6F2,ENSG00000106536,11281
PP2D1,ENSG00000183977,151649
PPA1,ENSG00000180817,5464
PPA2,ENSG00000138777,27068
PPAN,ENSG00000130810,56342
PPARA,ENSG00000186951,5465
PPARD,ENSG00000112033,5467
PPARG,ENSG00000132170,5468
PPARGC1A,ENSG00000109819,10891
PPARGC1B,ENSG00000155846,133522
PPAT,ENSG00000128059,5471
PPCDC,ENSG00000138621,60490
PPCS,ENSG00000127125,79717
PPDPF,ENSG00000125534,79144
PPEF1,ENSG00000086717,5475
PPFIA1,ENSG00000131626,8500
PPFIA2,ENSG00000139220,8499
PPFIA3,ENSG00000177380,8541
PPFIA4,ENSG00000143847,8497
PPFIBP1,ENSG00000110841,8496
PPFIBP2,ENSG00000166387,8495
PPHLN1,ENSG00000134283,51535
PPIA,ENSG00000196262,5478
PPIAP41,ENSG00000254463,111082977
PPIAP58,ENSG00000267258,126170
PPIAP91,ENSG00000228728,111082972
PPIB,ENSG00000166794,5479
PPIC,ENSG00000168938,5480
PPID,ENSG00000171497,5481
PPIE,ENSG00000084072,10450
PPIF,ENSG00000108179,10105
PPIG,ENSG00000138398,9360
PPIH,ENSG00000171960,10465
PPIL1,ENSG00000137168,51645
PPIL2,ENSG00000100023,23759
PPIL3,ENSG00000240344,53938
PPIL4,ENSG00000131013,85313
PPIL6,ENSG00000185250,285755
PPIP5K1,ENSG00000168781,9677
PPIP5K2,ENSG00000145725,23262
PPL,ENSG00000118898,5493
PPM1A,ENSG00000100614,5494
PPM1B,ENSG00000138032,5495
PPM1D,ENSG00000170836,8493
PPM1E,ENSG00000175175,22843
PPM1F,ENSG00000100034,9647
PPM1G,ENSG00000115241,5496
PPM1H,ENSG00000111110,57460
PPM1J,ENSG00000155367,333926
PPM1K,ENSG00000163644,152926
PPM1K-DT,ENSG00000246375,105369192
PPM1L,ENSG00000163590,151742
PPM1M,ENSG00000164088,132160
PPM1N,ENSG00000213889,147699
PPME1,ENSG00000214517,51400
PPOX,ENSG00000143224,5498
PPP1CA,ENSG00000172531,5499
PPP1CB,ENSG00000213639,5500
PPP1CB-DT,ENSG00000226833,112267877
PPP1CC,ENSG00000186298,5501
PPP1R10,ENSG00000204569,5514
PPP1R11,ENSG00000204619,6992
PPP1R12A,ENSG00000058272,4659
PPP1R12B,ENSG00000077157,4660
PPP1R12C,ENSG00000125503,54776
PPP1R13B,ENSG00000088808,23368
PPP1R13B-DT,ENSG00000258735,145216
PPP1R13L,ENSG00000104881,10848
PPP1R14A,ENSG00000167641,94274
PPP1R14B,ENSG00000173457,26472
PPP1R14B-AS1,ENSG00000256940,105369340
PPP1R14C,ENSG00000198729,81706
PPP1R14D,ENSG00000166143,54866
PPP1R15A,ENSG00000087074,23645
PPP1R15B,ENSG00000158615,84919
PPP1R16A,ENSG00000160972,84988
PPP1R16B,ENSG00000101445,26051
PPP1R18,ENSG00000146112,170954
PPP1R1A,ENSG00000135447,5502
PPP1R1B,ENSG00000131771,84152
PPP1R1C,ENSG00000150722,151242
PPP1R2,ENSG00000184203,5504
PPP1R21,ENSG00000162869,129285
PPP1R26,ENSG00000196422,9858
PPP1R26-AS1,ENSG00000225361,100506599
PPP1R27,ENSG00000182676,116729
PPP1R35,ENSG00000160813,221908
PPP1R36,ENSG00000165807,145376
PPP1R37,ENSG00000104866,284352
PPP1R3B,ENSG00000173281,79660
PPP1R3C,ENSG00000119938,5507
PPP1R3D,ENSG00000132825,5509
PPP1R3E,ENSG00000235194,90673
PPP1R3F,ENSG00000049769,89801
PPP1R3G,ENSG00000219607,648791
PPP1R42,ENSG00000178125,286187
PPP1R7,ENSG00000115685,5510
PPP1R8,ENSG00000117751,5511
PPP1R9A,ENSG00000158528,55607
PPP1R9B,ENSG00000108819,84687
PPP2CA,ENSG00000113575,5515
PPP2CB,ENSG00000104695,5516
PPP2R1A,ENSG00000105568,5518
PPP2R1B,ENSG00000137713,5519
PPP2R2A,ENSG00000221914,5520
PPP2R2B,ENSG00000156475,5521
PPP2R2C,ENSG00000074211,5522
PPP2R2D,ENSG00000175470,55844
PPP2R3A,ENSG00000073711,5523
PPP2R3B,ENSG00000167393,28227
PPP2R3C,ENSG00000092020,55012
PPP2R5A,ENSG00000066027,5525
PPP2R5B,ENSG00000068971,5526
PPP2R5C,ENSG00000078304,5527
PPP2R5D,ENSG00000112640,5528
PPP2R5E,ENSG00000154001,5529
PPP3CA,ENSG00000138814,5530
PPP3CB,ENSG00000107758,5532
PPP3CB-AS1,ENSG00000221817,101929145
PPP3CC,ENSG00000120910,5533
PPP3R1,ENSG00000221823,5534
PPP4C,ENSG00000149923,5531
PPP4R1,ENSG00000154845,9989
PPP4R1-AS1,ENSG00000263627,101927323
PPP4R2,ENSG00000163605,151987
PPP4R3A,ENSG00000100796,55671
PPP4R3B,ENSG00000275052,57223
PPP4R4,ENSG00000119698,57718
PPP5C,ENSG00000011485,5536
PPP6C,ENSG00000119414,5537
PPP6R1,ENSG00000105063,22870
PPP6R2,ENSG00000100239,9701
PPP6R3,ENSG00000110075,55291
PPRC1,ENSG00000148840,23082
PPT1,ENSG00000131238,5538
PPT2,ENSG00000221988,9374
PPT2-EGFL8,ENSG00000258388,100532746
PPTC7,ENSG00000196850,160760
PPWD1,ENSG00000113593,23398
PQBP1,ENSG00000102103,10084
PRAC2,ENSG00000229637,360205
PRADC1,ENSG00000135617,84279
PRADX,ENSG00000235027,126568849
PRAF2,ENSG00000243279,11230
PRAG1,ENSG00000275342,157285
PRAM1,ENSG00000133246,84106
PRAME,ENSG00000185686,23532
PRANCR,ENSG00000257815,101928062
PRB3,ENSG00000197870,5544
PRC1,ENSG00000198901,9055
PRC1-AS1,ENSG00000258725,100507118
PRCC,ENSG00000143294,5546
PRCD,ENSG00000214140,768206
PRCP,ENSG00000137509,5547
PRDM1,ENSG00000057657,639
PRDM10,ENSG00000170325,56980
PRDM11,ENSG00000019485,56981
PRDM12,ENSG00000130711,59335
PRDM13,ENSG00000112238,59336
PRDM15,ENSG00000141956,63977
PRDM16,ENSG00000142611,63976
PRDM16-DT,ENSG00000177133,440556
PRDM2,ENSG00000116731,7799
PRDM4,ENSG00000110851,11108
PRDM4-AS1,ENSG00000258136,101929162
PRDM5,ENSG00000138738,11107
PRDM6,ENSG00000061455,93166
PRDM8,ENSG00000152784,56978
PRDX1,ENSG00000117450,5052
